,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter72_cv_split2,0.7045454545454546,0.6931818181818182,0.9571428571428572,0.7,0,4,0,0,56,5,0,17,6,13,1,0,0,244,1,0,13,78
iter72_cv_split3,0.7159090909090909,0.6931818181818182,0.9371428571428572,0.7,0,3,1,0,57,4,0,17,6,13,1,0,0,241,4,0,17,74
iter72_cv_split4,0.7126436781609196,0.7011494252873564,0.9344729344729344,0.698005698005698,0,2,1,0,58,3,0,19,4,14,1,0,0,242,3,0,19,72
iter72_cv_split5,0.7325581395348837,0.7093023255813954,0.9460227272727273,0.6960227272727273,0,3,0,0,56,5,0,15,7,14,1,0,0,241,4,0,14,78
iter73_cv_split1,0.7191011235955056,0.6966292134831461,0.9512893982808023,0.6991404011461319,0,4,0,0,58,4,0,17,6,13,1,0,0,243,1,0,15,76
iter73_cv_split2,0.6704545454545454,0.6931818181818182,0.9485714285714286,0.7,0,4,0,0,55,6,0,19,4,13,1,0,0,243,2,0,15,76
iter73_cv_split3,0.7159090909090909,0.6931818181818182,0.9485714285714286,0.7,0,3,1,0,59,2,0,19,4,14,0,0,0,243,2,0,16,75
iter73_cv_split4,0.7471264367816092,0.7011494252873564,0.9458689458689459,0.698005698005698,0,3,0,0,59,2,0,17,6,14,1,0,0,243,2,0,16,75
iter73_cv_split5,0.7790697674418605,0.7093023255813954,0.9517045454545454,0.6960227272727273,0,3,0,0,60,1,0,15,7,14,1,0,0,244,1,0,15,77
iter74_cv_split1,0.7191011235955056,0.6966292134831461,0.9484240687679083,0.6991404011461319,0,4,0,0,57,5,0,16,7,13,1,0,0,239,5,0,12,79
iter74_cv_split2,0.6818181818181818,0.6931818181818182,0.9457142857142857,0.7,0,4,0,0,57,4,0,20,3,14,0,0,0,244,1,0,18,73
iter74_cv_split3,0.75,0.6931818181818182,0.9542857142857143,0.7,0,3,1,0,58,3,0,15,8,13,1,0,0,245,0,0,15,76
iter74_cv_split4,0.6781609195402298,0.7011494252873564,0.9287749287749287,0.698005698005698,0,3,0,0,57,4,0,21,2,14,1,0,0,243,2,0,22,69
iter74_cv_split5,0.7093023255813954,0.7093023255813954,0.9545454545454546,0.6960227272727273,0,2,1,0,56,5,0,17,5,14,1,0,0,244,1,0,14,78
iter75_cv_split1,0.7078651685393258,0.6966292134831461,0.9484240687679083,0.6991404011461319,0,3,1,0,57,5,0,17,6,13,1,0,0,243,1,0,16,75
iter75_cv_split2,0.75,0.6931818181818182,0.9514285714285714,0.7,0,4,0,0,60,1,0,17,6,14,0,0,0,243,2,0,15,76
iter75_cv_split3,0.7272727272727273,0.6931818181818182,0.9485714285714286,0.7,0,4,0,0,58,3,0,17,6,13,1,0,0,242,3,0,14,77
iter75_cv_split4,0.6781609195402298,0.7011494252873564,0.9487179487179487,0.698005698005698,0,2,1,0,54,7,0,18,5,14,1,0,0,245,0,0,17,74
iter75_cv_split5,0.7325581395348837,0.7093023255813954,0.9431818181818182,0.6960227272727273,0,2,1,0,58,3,0,17,5,14,1,0,0,242,3,0,16,76
