,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter45_cv_split5,0.6190476190476191,0.6369047619047619,0.9108187134502924,0.6374269005847953,10,17,8,5,85,17,0,17,9,138,5,0,8,421,7,5,36,64
iter46_cv_split1,0.631578947368421,0.6374269005847953,0.9060205580029369,0.6372980910425844,14,21,0,5,89,15,1,21,5,134,9,0,12,416,6,5,32,67
iter46_cv_split2,0.631578947368421,0.6374269005847953,0.9177679882525698,0.6372980910425844,14,22,0,12,88,9,2,18,6,142,0,0,8,423,3,8,37,60
iter46_cv_split3,0.6374269005847953,0.6374269005847953,0.9074889867841409,0.6372980910425844,5,27,4,0,100,9,3,19,4,142,0,0,12,417,5,4,42,59
iter46_cv_split4,0.695906432748538,0.6374269005847953,0.9104258443465492,0.6372980910425844,22,14,0,11,93,5,2,20,4,136,6,0,6,421,7,4,38,63
iter46_cv_split5,0.6547619047619048,0.6369047619047619,0.8888888888888888,0.6374269005847953,16,19,0,5,90,12,5,17,4,130,13,0,8,423,5,6,44,55
iter47_cv_split1,0.5380116959064327,0.6374269005847953,0.8986784140969163,0.6372980910425844,0,35,0,4,91,14,2,24,1,133,10,0,14,419,1,3,41,60
iter47_cv_split2,0.6374269005847953,0.6374269005847953,0.920704845814978,0.6372980910425844,11,25,0,11,92,6,1,19,6,142,0,0,11,421,2,9,32,64
iter47_cv_split3,0.5789473684210527,0.6374269005847953,0.9441997063142438,0.6372980910425844,7,21,8,7,87,15,4,17,5,142,0,0,2,428,4,1,31,73
iter47_cv_split4,0.5964912280701754,0.6374269005847953,0.9060205580029369,0.6372980910425844,0,20,16,2,99,8,3,20,3,142,0,0,11,411,12,7,34,64
iter47_cv_split5,0.6726190476190477,0.6369047619047619,0.9005847953216374,0.6374269005847953,20,11,4,13,85,9,3,15,8,139,4,0,14,415,7,4,39,62
iter48_cv_split1,0.6900584795321637,0.6374269005847953,0.895741556534508,0.6372980910425844,13,22,0,5,97,7,1,18,8,132,11,0,13,414,7,8,32,64
iter48_cv_split2,0.5906432748538012,0.6374269005847953,0.8869309838472834,0.6372980910425844,0,23,13,5,92,12,0,17,9,131,11,0,11,414,9,5,41,59
iter48_cv_split3,0.6198830409356725,0.6374269005847953,0.9177679882525698,0.6372980910425844,10,14,12,7,90,12,1,19,6,138,4,0,7,424,3,5,37,63
iter48_cv_split4,0.5964912280701754,0.6374269005847953,0.9133627019089574,0.6372980910425844,5,24,7,13,92,4,1,20,5,142,0,0,12,418,4,3,40,62
iter48_cv_split5,0.5416666666666666,0.6369047619047619,0.9093567251461988,0.6374269005847953,0,30,5,13,86,8,3,18,5,138,5,0,7,424,5,8,37,60
iter49_cv_split1,0.6081871345029239,0.6374269005847953,0.908957415565345,0.6372980910425844,0,35,0,1,102,6,3,22,2,137,6,0,12,416,6,2,36,66
iter49_cv_split2,0.5321637426900585,0.6374269005847953,0.8795888399412628,0.6372980910425844,6,23,7,21,79,9,1,19,6,126,16,0,8,418,8,9,41,55
iter49_cv_split3,0.7368421052631579,0.6374269005847953,0.895741556534508,0.6372980910425844,22,14,0,3,101,5,2,21,3,131,11,0,13,416,5,3,39,63
iter49_cv_split4,0.5964912280701754,0.6374269005847953,0.8869309838472834,0.6372980910425844,10,21,5,8,86,15,1,19,6,126,16,0,11,416,7,3,40,62
iter49_cv_split5,0.6428571428571429,0.6369047619047619,0.9122807017543859,0.6374269005847953,13,22,0,6,88,13,4,15,7,137,6,0,9,424,3,6,36,63
iter50_cv_split1,0.6608187134502924,0.6374269005847953,0.920704845814978,0.6372980910425844,17,18,0,8,90,11,3,18,6,143,0,0,8,418,8,6,32,66
iter50_cv_split2,0.6783625730994152,0.6374269005847953,0.9060205580029369,0.6372980910425844,9,27,0,6,102,1,2,19,5,134,8,0,7,420,7,4,38,63
iter50_cv_split3,0.6491228070175439,0.6374269005847953,0.8986784140969163,0.6372980910425844,12,24,0,6,93,10,1,19,6,135,7,0,14,413,7,8,33,64
iter50_cv_split4,0.6666666666666666,0.6374269005847953,0.9148311306901615,0.6372980910425844,12,24,0,1,99,9,3,20,3,131,11,0,9,424,1,4,33,68
iter50_cv_split5,0.6607142857142857,0.6369047619047619,0.9122807017543859,0.6374269005847953,14,14,7,14,87,6,2,14,10,143,0,0,9,422,5,5,41,59
iter51_cv_split1,0.5847953216374269,0.6374269005847953,0.9074889867841409,0.6372980910425844,6,29,0,8,89,12,1,21,5,133,10,0,8,423,3,7,35,62
iter51_cv_split2,0.7134502923976608,0.6374269005847953,0.9001468428781204,0.6372980910425844,27,9,0,12,89,8,1,19,6,130,12,0,8,421,5,3,40,62
iter51_cv_split3,0.6374269005847953,0.6374269005847953,0.8913362701908958,0.6372980910425844,6,30,0,4,94,11,2,15,9,132,10,0,11,414,9,4,40,61
iter51_cv_split4,0.5614035087719298,0.6374269005847953,0.8972099853157122,0.6372980910425844,4,19,13,10,88,11,3,19,4,132,10,0,12,412,10,7,31,67
