,full_test_accs,full_test_aucs,full_test_fns,full_test_fps,full_test_null_accs,full_test_tns,full_test_tps,full_train_accs,full_train_aucs,full_train_fns,full_train_fps,full_train_null_accs,full_train_tns,full_train_tps
iter12_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter13_cv_split1,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter13_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter13_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter13_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter13_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter14_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter14_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter14_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter14_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter14_cv_split5,1.0,0.9999999999999999,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter15_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter15_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter15_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter15_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter15_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,0.9999999999999999,0,0,0.5,92,92
iter16_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter16_cv_split2,0.9565217391304348,0.996219281663516,0,2,0.5,21,23,1.0,1.0,0,0,0.5,91,91
iter16_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter16_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter16_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter17_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter17_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter17_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter17_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter17_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,0.9999999999999999,0,0,0.5,92,92
iter18_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter18_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter18_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter18_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter18_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter19_cv_split1,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter19_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter19_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter19_cv_split4,1.0,0.9999999999999999,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter19_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter20_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter20_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter20_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter20_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter20_cv_split5,0.9318181818181818,0.8760330578512396,0,3,0.5,19,22,1.0,1.0,0,0,0.5,92,92
iter21_cv_split1,0.9565217391304348,0.996219281663516,0,2,0.5,21,23,1.0,1.0,0,0,0.5,91,91
iter21_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter21_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter21_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter21_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter22_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter22_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter22_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter22_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter22_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,0.9999999999999999,0,0,0.5,92,92
iter23_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter23_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter23_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter23_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter23_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter24_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter24_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter24_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter24_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter24_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter25_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter25_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter25_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter25_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter25_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter26_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter26_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter26_cv_split3,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter26_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter26_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter27_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter27_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter27_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter27_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter27_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter28_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter28_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter28_cv_split3,1.0,0.9999999999999999,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter28_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter28_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter29_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter29_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter29_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter29_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter29_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,0.9999999999999999,0,0,0.5,92,92
iter30_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter30_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter30_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter30_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter30_cv_split5,0.9545454545454546,1.0,0,2,0.5,20,22,1.0,1.0,0,0,0.5,92,92
iter31_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter31_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter31_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter31_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter31_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter32_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter32_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter32_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter32_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter32_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter33_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter33_cv_split2,0.9565217391304348,0.9962192816635161,0,2,0.5,21,23,1.0,1.0,0,0,0.5,91,91
iter33_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter33_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter33_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter34_cv_split1,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter34_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter34_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter34_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter34_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter35_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter35_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter35_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter35_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter35_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter36_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter36_cv_split2,0.9565217391304348,1.0,0,2,0.5,21,23,1.0,1.0,0,0,0.5,91,91
iter36_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter36_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter36_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter37_cv_split1,0.9347826086956522,0.8695652173913043,0,3,0.5,20,23,1.0,1.0,0,0,0.5,91,91
iter37_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter37_cv_split3,1.0,0.9999999999999999,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter37_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter37_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter38_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter38_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter38_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter38_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter38_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter39_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter39_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter39_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter39_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter39_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter40_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter40_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter40_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter40_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter40_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter41_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter41_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter41_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter41_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter41_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter42_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter42_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter42_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter42_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter42_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter43_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter43_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter43_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter43_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter43_cv_split5,0.9545454545454546,1.0,0,2,0.5,20,22,1.0,1.0,0,0,0.5,92,92
iter44_cv_split1,0.9565217391304348,1.0,0,2,0.5,21,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter44_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter44_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter44_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter44_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter45_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter45_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter45_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter45_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter45_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter46_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter46_cv_split2,0.9565217391304348,0.996219281663516,0,2,0.5,21,23,1.0,1.0,0,0,0.5,91,91
iter46_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter46_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter46_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter47_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter47_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter47_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter47_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter47_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter48_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter48_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter48_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter48_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter48_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter49_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter49_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter49_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter49_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter49_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter50_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter50_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter50_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter50_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter50_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter51_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter51_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
iter51_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter51_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter51_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,0.9999999999999999,0,0,0.5,92,92
iter52_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter52_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter52_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter52_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter52_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter53_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter53_cv_split2,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter53_cv_split3,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter53_cv_split4,1.0,0.9999999999999999,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter53_cv_split5,1.0,1.0,0,0,0.5,22,22,1.0,1.0,0,0,0.5,92,92
iter54_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,0.9999999999999999,0,0,0.5,91,91
