,full_test_accs,full_test_aucs,full_test_fns,full_test_fps,full_test_null_accs,full_test_tns,full_test_tps,full_train_accs,full_train_aucs,full_train_fns,full_train_fps,full_train_null_accs,full_train_tns,full_train_tps
iter29_cv_split1,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter29_cv_split2,0.8695652173913043,0.9697542533081285,3,3,0.5,20,20,0.9835164835164835,0.9997584832749667,1,2,0.5,89,90
iter29_cv_split3,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter29_cv_split4,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter29_cv_split5,0.9090909090909091,1.0,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter30_cv_split1,0.9130434782608695,1.0,4,0,0.5,23,19,0.9945054945054945,1.0,1,0,0.5,91,90
iter30_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter30_cv_split3,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter30_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter30_cv_split5,0.9090909090909091,0.9958677685950413,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter31_cv_split1,0.9130434782608695,0.996219281663516,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter31_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,0.9945054945054945,1.0,1,0,0.5,91,90
iter31_cv_split3,0.8913043478260869,1.0,5,0,0.5,23,18,1.0,1.0,0,0,0.5,91,91
iter31_cv_split4,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter31_cv_split5,0.9772727272727273,1.0,1,0,0.5,22,21,0.9945652173913043,1.0,1,0,0.5,92,91
iter32_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,0.9945054945054945,1.0,1,0,0.5,91,90
iter32_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter32_cv_split3,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter32_cv_split4,0.8478260869565217,0.9943289224952742,7,0,0.5,23,16,1.0,1.0,0,0,0.5,91,91
iter32_cv_split5,0.9545454545454546,1.0,2,0,0.5,22,20,1.0,1.0,0,0,0.5,92,92
iter33_cv_split1,0.9565217391304348,0.998109640831758,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter33_cv_split2,0.9565217391304348,1.0,2,0,0.5,23,21,0.9945054945054945,1.0,1,0,0.5,91,90
iter33_cv_split3,0.8695652173913043,1.0,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter33_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter33_cv_split5,0.9090909090909091,1.0,4,0,0.5,22,18,1.0,1.0,0,0,0.5,92,92
iter34_cv_split1,0.782608695652174,0.943289224952741,7,3,0.5,20,16,0.989010989010989,0.9992754498249004,0,2,0.5,89,91
iter34_cv_split2,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter34_cv_split3,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter34_cv_split4,0.9565217391304348,0.996219281663516,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter34_cv_split5,0.8636363636363636,1.0,6,0,0.5,22,16,0.9945652173913043,1.0,1,0,0.5,92,91
iter35_cv_split1,0.9130434782608695,1.0,4,0,0.5,23,19,0.9945054945054945,0.9999999999999999,1,0,0.5,91,90
iter35_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter35_cv_split3,0.9565217391304348,1.0,2,0,0.5,23,21,0.9945054945054945,1.0,1,0,0.5,91,90
iter35_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter35_cv_split5,0.8863636363636364,0.9896694214876033,5,0,0.5,22,17,1.0,1.0,0,0,0.5,92,92
iter36_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter36_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter36_cv_split3,0.9130434782608695,0.9999999999999999,4,0,0.5,23,19,0.9945054945054945,1.0,1,0,0.5,91,90
iter36_cv_split4,0.8695652173913043,0.996219281663516,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter36_cv_split5,0.9318181818181818,1.0,3,0,0.5,22,19,1.0,1.0,0,0,0.5,92,92
iter37_cv_split1,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter37_cv_split2,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter37_cv_split3,0.8913043478260869,0.994328922495274,5,0,0.5,23,18,1.0,1.0,0,0,0.5,91,91
iter37_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter37_cv_split5,0.9545454545454546,1.0,2,0,0.5,22,20,0.9945652173913043,1.0,1,0,0.5,92,91
iter38_cv_split1,0.9130434782608695,0.9962192816635161,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter38_cv_split2,0.8913043478260869,0.9565217391304348,3,2,0.5,21,20,0.9945054945054945,0.9979471078372177,0,1,0.5,90,91
iter38_cv_split3,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter38_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,0.9945054945054945,1.0,1,0,0.5,91,90
iter38_cv_split5,0.8863636363636364,1.0,5,0,0.5,22,17,1.0,1.0,0,0,0.5,92,92
iter39_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter39_cv_split2,0.8695652173913043,0.9886578449905482,6,0,0.5,23,17,0.9945054945054945,1.0,1,0,0.5,91,90
iter39_cv_split3,0.9347826086956522,0.996219281663516,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter39_cv_split4,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter39_cv_split5,0.9318181818181818,1.0,3,0,0.5,22,19,1.0,1.0,0,0,0.5,92,92
iter40_cv_split1,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
iter40_cv_split2,0.8913043478260869,0.9508506616257089,3,2,0.5,21,20,0.9945054945054945,0.998188624562251,0,1,0.5,90,91
iter40_cv_split3,0.8913043478260869,0.9924385633270322,5,0,0.5,23,18,1.0,1.0,0,0,0.5,91,91
iter40_cv_split4,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter40_cv_split5,0.8863636363636364,1.0,5,0,0.5,22,17,1.0,1.0,0,0,0.5,92,92
iter41_cv_split1,0.9565217391304348,0.9735349716446124,0,2,0.5,21,23,0.9945054945054945,0.9989131747373505,0,1,0.5,90,91
iter41_cv_split2,0.8913043478260869,0.9943289224952742,5,0,0.5,23,18,1.0,0.9999999999999999,0,0,0.5,91,91
iter41_cv_split3,0.9130434782608695,1.0,4,0,0.5,23,19,0.9945054945054945,1.0,1,0,0.5,91,90
iter41_cv_split4,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter41_cv_split5,0.8863636363636364,1.0,5,0,0.5,22,17,1.0,1.0,0,0,0.5,92,92
iter42_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter42_cv_split2,0.9130434782608695,0.9886578449905482,4,0,0.5,23,19,1.0,0.9999999999999999,0,0,0.5,91,91
iter42_cv_split3,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter42_cv_split4,0.9130434782608695,1.0,4,0,0.5,23,19,1.0,1.0,0,0,0.5,91,91
iter42_cv_split5,0.8863636363636364,0.9793388429752067,3,2,0.5,20,19,0.9891304347826086,0.9998818525519848,1,1,0.5,91,91
iter43_cv_split1,1.0,1.0,0,0,0.5,23,23,1.0,1.0,0,0,0.5,91,91
iter43_cv_split2,0.8913043478260869,1.0,5,0,0.5,23,18,0.9945054945054945,1.0,1,0,0.5,91,90
iter43_cv_split3,0.8913043478260869,0.9319470699432892,1,4,0.5,19,22,0.9945054945054945,0.9979471078372177,0,1,0.5,90,91
iter43_cv_split4,0.8695652173913043,0.998109640831758,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter43_cv_split5,0.9772727272727273,1.0,1,0,0.5,22,21,0.9945652173913043,1.0,1,0,0.5,92,91
iter44_cv_split1,0.9782608695652174,1.0,1,0,0.5,23,22,1.0,1.0,0,0,0.5,91,91
iter44_cv_split2,0.8478260869565217,1.0,7,0,0.5,23,16,1.0,1.0,0,0,0.5,91,91
iter44_cv_split3,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter44_cv_split4,0.8913043478260869,1.0,5,0,0.5,23,18,1.0,0.9999999999999999,0,0,0.5,91,91
iter44_cv_split5,0.9090909090909091,0.9710743801652892,2,2,0.5,20,20,0.9945652173913043,0.9988185255198487,0,1,0.5,91,92
iter45_cv_split1,0.9347826086956522,1.0,3,0,0.5,23,20,1.0,1.0,0,0,0.5,91,91
iter45_cv_split2,0.8695652173913043,0.9924385633270322,6,0,0.5,23,17,1.0,1.0,0,0,0.5,91,91
iter45_cv_split3,0.8913043478260869,0.9773156899810964,3,2,0.5,21,20,0.9945054945054945,0.9989131747373505,0,1,0.5,90,91
iter45_cv_split4,0.8913043478260869,1.0,5,0,0.5,23,18,0.9945054945054945,1.0,1,0,0.5,91,90
iter45_cv_split5,0.9545454545454546,1.0,2,0,0.5,22,20,0.9945652173913043,1.0,1,0,0.5,92,91
iter46_cv_split1,0.9565217391304348,1.0,2,0,0.5,23,21,1.0,1.0,0,0,0.5,91,91
