,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter61_cv_split3,0.6229508196721312,0.644808743169399,0.998639455782313,0.6476190476190476,0,42,0,0,109,9,0,18,5,168,0,0,0,476,0,0,1,90
iter61_cv_split4,0.5956284153005464,0.6502732240437158,0.998639455782313,0.6462585034013606,0,41,0,5,101,13,0,15,8,169,0,0,0,475,0,0,1,90
iter61_cv_split5,0.5628415300546448,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,42,0,2,96,21,0,15,7,168,0,0,0,475,0,0,2,90
iter62_cv_split1,0.5645161290322581,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,43,0,0,98,22,0,16,7,167,0,0,0,474,0,0,1,90
iter62_cv_split2,0.5300546448087432,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,94,24,0,20,3,168,0,0,0,476,0,0,2,89
iter62_cv_split3,0.7049180327868853,0.644808743169399,0.9972789115646259,0.6476190476190476,17,15,10,2,106,10,0,17,6,168,0,0,0,476,0,0,2,89
iter62_cv_split4,0.5792349726775956,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,1,100,18,0,17,6,169,0,0,0,475,0,0,2,89
iter62_cv_split5,0.6010928961748634,0.6502732240437158,0.998639455782313,0.6462585034013606,0,32,10,3,101,15,0,13,9,168,0,0,0,475,0,0,1,91
iter63_cv_split1,0.6129032258064516,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,43,0,0,106,14,0,15,8,167,0,0,0,474,0,0,1,90
iter63_cv_split2,0.6612021857923497,0.644808743169399,0.9972789115646259,0.6476190476190476,7,26,9,0,107,11,0,16,7,168,0,0,0,476,0,0,2,89
iter63_cv_split3,0.546448087431694,0.644808743169399,0.9972789115646259,0.6476190476190476,0,34,8,2,92,24,0,15,8,168,0,0,0,476,0,0,2,89
iter63_cv_split4,0.639344262295082,0.6502732240437158,0.998639455782313,0.6462585034013606,0,41,0,0,110,9,0,16,7,169,0,0,0,475,0,0,1,90
iter63_cv_split5,0.5628415300546448,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,25,17,0,95,24,0,14,8,168,0,0,0,475,0,0,2,90
iter64_cv_split1,0.5376344086021505,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,32,11,0,90,30,0,13,10,167,0,0,0,474,0,0,2,89
iter64_cv_split2,0.5792349726775956,0.644808743169399,0.998639455782313,0.6476190476190476,0,32,10,0,99,19,0,16,7,168,0,0,0,476,0,0,1,90
